board_detail_url,ctgL2,ctgL3,ctgL4,thumbImgPath1,title,brand,salesSite,price,shippingFee,isPremium,isCrossBorderShipping,totalReviewQty,totalScore,isEachShippingFee,isOnlineOnly,shippingFreeOver,availableDeliveryJeju,availableDeliveryIsland,shippingFeeJeju,shippingFeeIsland,courierCompany,pdtName,optionName1,optionName2,tagList1,tagList2,tagList3,tagList4,detailImgPath,modelCode1,optionValue1,optionValue2,stock1,price1,modelCode2,optionValue3,optionValue4,stock2,price2,modelCode3,optionValue5,optionValue6,stock3,price3,modelCode4,optionValue7,optionValue8,stock4,price4,returnCity,returnStreet,returnDetail,returnPostalCode,exchangeShippingFee,returnShippingFee,consignmentName,consignmentCity,consignmentStreet,consignmentDetail,consignmentPostalCode,mailOrderNum
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000483277443&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/43/74/27/item/1000483277443_i1_232.jpg,[몽클레어] 샴본 1A00048 539AQ 999 여자 후드 패딩 점퍼 자켓,몽클레어 (MONCLER),신세계몰,1718000,0,false,false,195,31,false,false,1000000,true,true,3000,10000,CJ대한통운,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,black,S,50,1718000,91058392,black,L,7,1718000,TEE-NEW JDI SWOOSH,black,XL,55,1718000,91058392,pink,XL,18,1718000,Seoul,Haeundae,101호,23853,3000,5000,넥스트젠팩,Busan,Haeundae,노란대문,13245,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000325195279&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/79/52/19/item/1000325195279_i1_232.jpg,파이어 리버 화이트퍼 MK8508LJ 401 여자 패딩 점퍼,무스너클,신세계몰,805000,0,false,false,147,19,false,false,1000000,true,true,3000,10000,우체국택배,무스너클,색상,사이즈,무스너클,명품/수입의류,여성 아우터,점퍼,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,pink,L,88,805000,920193850,black,SS,42,805000,920193850,black,M,36,805000,920193850,green,XL,81,805000,Jeju,Haeundae,노란대문,23853,6000,2500,넥스트젠팩,Jeju,Gangnam,101호,23853,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000478743398&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/98/33/74/item/1000478743398_i1_232.jpg,[에르노] PI0505DIC 12017 4545 여자 패딩 점퍼 자켓,HERNO(에르노),신세계몰,655000,0,true,false,95,23,false,false,1000000,true,true,3000,10000,한진택배,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,black,M,79,655000,91058392,black,M,26,655000,920193850,green,SS,27,655000,91058392,green,L,16,655000,Busan,Gangnam,101호,98475,6000,3000,넥스트젠팩,Seoul,Gangnam,101호,98475,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000483277576&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/76/75/27/item/1000483277576_i1_232.jpg,[몽클레어] 캄발레스 1C00032 539AQ 999 여자 후드 패딩 점퍼 자켓,몽클레어 (MONCLER),신세계몰,2029000,0,false,false,111,18,false,false,50000,true,true,7000,7000,롯데글로벌로지스,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,green,M,31,2029000,TEE-NEW JDI SWOOSH,blue,L,2,2029000,TEE-NEW JDI SWOOSH,red,S,90,2029000,920193850,black,SS,36,2029000,Jeju,Haeundae,101호,12345,3000,5000,넥스트젠팩,Busan,Gangnam,1F,12345,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000288472000&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/00/20/47/item/1000288472000_i1_232.jpg,[페트레이] 사이먼 패딩점퍼 SAIMON (PRWLD002B0F),PEUTEREY(페트레이),신세계몰,740000,0,false,false,100,19,false,false,1000000,true,true,5000,7000,로젠택배,PEUTEREY(페트레이),색상,사이즈,PEUTEREY(페트레이),명품/수입의류,여성 아우터,점퍼,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,black,L,21,740000,91058392,black,L,37,740000,TEE-NEW JDI SWOOSH,green,XL,23,740000,920193850,blue,XL,65,740000,Seoul,Haeundae,101호,98475,3000,3000,넥스트젠팩,Busan,Haeundae,1F,12345,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000483277539&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/39/75/27/item/1000483277539_i1_232.jpg,[몽클레어] 오비니 1C00025 59632 999 여자 후드 패딩 점퍼 자켓,몽클레어 (MONCLER),신세계몰,2686000,0,false,false,120,8,false,false,50000,true,true,3000,7000,CJ대한통운,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,black,XL,37,2686000,TEE-NEW JDI SWOOSH,blue,SS,60,2686000,920193850,pink,SS,76,2686000,TEE-NEW JDI SWOOSH,pink,SS,87,2686000,Seoul,Haeundae,1F,23853,6000,3000,넥스트젠팩,Busan,Haeundae,노란대문,98475,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000337109069&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/69/90/10/item/1000337109069_i1_232.jpg,[공식] 제오데 발수 패딩｜아이보리,WEEKEND MAXMARA(위크엔드 막스마라 공식),신세계몰,998000,0,false,false,156,33,false,false,1000000,true,true,5000,7000,우체국택배,WEEKEND MAXMARA(위크엔드 막스마라 공식),색상,사이즈,WEEKEND MAXMARA(위크엔드 막스마라 공식),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,green,S,66,998000,920193850,black,L,71,998000,920193850,blue,L,17,998000,920193850,red,M,74,998000,Jeju,Gangnam,1F,98475,2500,2500,넥스트젠팩,Busan,Haeundae,405호,23853,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000265113702&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/02/37/11/item/1000265113702_i1_232.jpg,[파라점퍼스]21FW 여성 고비 패딩 PWJCKMA31 무료배송 관부가세 포함,파라점퍼스 (PARAJUMPERS),신세계몰,729000,0,false,true,191,28,false,false,50000,true,true,3000,10000,CJ대한통운,파라점퍼스 (PARAJUMPERS),색상,사이즈,파라점퍼스 (PARAJUMPERS),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,blue,S,16,729000,920193850,blue,L,86,729000,91058392,red,XL,28,729000,91058392,red,S,18,729000,Jeju,Gangnam,405호,23853,3000,3000,넥스트젠팩,Jeju,Haeundae,노란대문,23853,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000051128185&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/85/81/12/item/1000051128185_i1_232.jpg,[해외][무료배송] 몽클레어 22FW 클로에 끌로에 KHLOE / 블랙 / 관부가세포함 / 해외직구 / 폭스퍼 / 현지 판매가 인상,몽클레어 (MONCLER),신세계몰,3399000,0,false,true,193,22,false,false,1000000,true,true,5000,10000,한진택배,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,black,M,42,3399000,TEE-NEW JDI SWOOSH,red,L,70,3399000,920193850,black,M,15,3399000,920193850,red,L,94,3399000,Seoul,Gangnam,101호,23853,2500,6000,넥스트젠팩,Busan,Gangnam,1F,23853,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000064401305&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/05/13/40/item/1000064401305_i1_232.jpg,파라점퍼스 여성 고비 스프링 블랙 자켓 22SS PWJCKMA31 541,파라점퍼스 (PARAJUMPERS),신세계몰,506000,0,false,false,119,18,false,false,50000,true,true,7000,10000,CJ대한통운,파라점퍼스 (PARAJUMPERS),색상,사이즈,파라점퍼스 (PARAJUMPERS),명품/수입의류,여성 아우터,점퍼,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,red,SS,77,506000,TEE-NEW JDI SWOOSH,black,L,22,506000,91058392,blue,XL,22,506000,TEE-NEW JDI SWOOSH,black,S,98,506000,Seoul,Gangnam,노란대문,98475,2500,5000,넥스트젠팩,Jeju,Haeundae,노란대문,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000378505592&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https://sitem.ssgcdn.com/92/55/50/item/1000378505592_i1_232.jpg,22FW 몽클레어 로고 패치 리안 길레트 블랙 여성 패딩 조끼 1A102 00 53048 999 1A102 00 53048 99908 12460371,몽클레어 (MONCLER),신세계몰,1136100,0,false,false,25,17,false,false,50000,true,true,3000,7000,CJ대한통운,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,red,M,91,1136100,920193850,green,XL,75,1136100,91058392,pink,S,89,1136100,920193850,red,XL,82,1136100,Jeju,Haeundae,101호,23853,6000,6000,넥스트젠팩,Jeju,Haeundae,노란대문,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/special/burberryItemView.ssg?itemId=1000191836191&siteNo=6004&salestrNo=6005&itemSsgCollectYn=N,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/91/61/83/item/1000191836191_i1_232.jpg,디태처블 후드 다운 코트,버버리(BURBERRY),신세계몰,2050000,0,false,false,52,25,false,false,1000000,true,true,7000,10000,우체국택배,버버리(BURBERRY),색상,사이즈,버버리(BURBERRY),명품/수입의류,여성 아우터,코트,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,pink,XL,28,2050000,91058392,black,L,84,2050000,91058392,red,XL,71,2050000,TEE-NEW JDI SWOOSH,green,XL,52,2050000,Jeju,Gangnam,1F,23853,5000,5000,넥스트젠팩,Busan,Haeundae,101호,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000266758408&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/08/84/75/item/1000266758408_i1_232.jpg,[매니아온] [22FW]에르노 아멜리아 다운패딩 PI0505DIC 12017 2600,HERNO(에르노),신세계몰,668000,0,false,false,196,34,false,false,1000000,true,true,5000,7000,CJ대한통운,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,코트,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,XL,25,668000,91058392,green,L,20,668000,920193850,pink,L,58,668000,TEE-NEW JDI SWOOSH,pink,S,37,668000,Seoul,Haeundae,101호,12345,5000,5000,넥스트젠팩,Seoul,Haeundae,노란대문,12345,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000182707957&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/57/79/70/item/1000182707957_i1_232.jpg,[정상가 1480000] [라벨루쏘] [막스마라] GREENGI 008 그린지 베스트 패딩 코트,MAX MARA(막스마라),신세계몰,495000,0,false,false,100,12,false,false,50000,true,true,5000,10000,CJ대한통운,MAX MARA(막스마라),색상,사이즈,MAX MARA(막스마라),명품/수입의류,여성 아우터,코트,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,blue,S,18,495000,920193850,blue,M,29,495000,91058392,black,L,36,495000,TEE-NEW JDI SWOOSH,pink,S,82,495000,Seoul,Gangnam,101호,23853,6000,6000,넥스트젠팩,Busan,Haeundae,노란대문,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000031267176&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/76/71/26/item/1000031267176_i1_232.jpg,[매니아온] [22FW]에르노 아멜리아 다운패딩 PI0505DIC 12017 9402,HERNO(에르노),신세계몰,668000,0,false,false,12,18,false,false,1000000,true,true,5000,10000,CJ대한통운,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,코트,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,green,XL,22,668000,920193850,black,L,69,668000,920193850,blue,L,4,668000,91058392,green,XL,49,668000,Jeju,Gangnam,1F,98475,6000,3000,넥스트젠팩,Jeju,Gangnam,노란대문,23853,2022-부산-1234
https://sivillage.ssg.com/item/itemView.ssg?itemId=1000029173220&siteNo=6300&salestrNo=6005,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/20/32/17/item/1000029173220_i1_232.jpg,소프트 브러쉬 울 코트 4628302568000,HERNO(에르노),S.I.VILLAGE,2010000,0,false,false,167,10,false,false,50000,true,true,5000,7000,롯데글로벌로지스,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,코트,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,black,L,85,2010000,TEE-NEW JDI SWOOSH,black,M,26,2010000,920193850,blue,L,49,2010000,91058392,blue,SS,70,2010000,Seoul,Gangnam,405호,98475,3000,6000,넥스트젠팩,Seoul,Gangnam,405호,13245,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000431296723&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/23/67/29/item/1000431296723_i1_232.jpg,[막스마라] 22FW 여성 10160529600 032 루드밀라(라브로) 캐시미어 코트 베이지,MAX MARA(막스마라),신세계몰,4878000,0,false,false,110,6,false,false,50000,true,true,3000,7000,한진택배,MAX MARA(막스마라),색상,사이즈,MAX MARA(막스마라),명품/수입의류,여성 아우터,코트,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,red,M,33,4878000,91058392,green,L,11,4878000,TEE-NEW JDI SWOOSH,black,XL,48,4878000,91058392,green,M,67,4878000,Busan,Haeundae,1F,23853,5000,2500,넥스트젠팩,Seoul,Haeundae,405호,23853,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000483012917&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/17/29/01/item/1000483012917_i1_232.jpg,[막스마라] 22FW 여성 10180123600 003 마담 아이콘 코트 블랙,MAX MARA(막스마라),신세계몰,3338000,0,false,false,149,17,false,false,1000000,true,true,3000,10000,롯데글로벌로지스,MAX MARA(막스마라),색상,사이즈,MAX MARA(막스마라),명품/수입의류,여성 아우터,코트,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,green,XL,51,3338000,91058392,black,L,19,3338000,TEE-NEW JDI SWOOSH,blue,SS,18,3338000,91058392,green,L,90,3338000,Seoul,Gangnam,101호,23853,5000,6000,넥스트젠팩,Jeju,Haeundae,1F,23853,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/special/burberryItemView.ssg?itemId=1000191838607&siteNo=6004&salestrNo=6005&itemSsgCollectYn=N,명품/수입의류,여성 아우터,코트,https://sitem.ssgcdn.com/07/86/83/item/1000191838607_i1_232.jpg,코튼 개버딘 카 코트,버버리(BURBERRY),신세계몰,2790000,0,false,false,178,49,false,false,50000,true,true,3000,10000,CJ대한통운,버버리(BURBERRY),색상,사이즈,버버리(BURBERRY),명품/수입의류,여성 아우터,코트,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,L,81,2790000,91058392,blue,S,3,2790000,91058392,green,S,49,2790000,920193850,blue,XL,77,2790000,Jeju,Haeundae,1F,98475,2500,5000,넥스트젠팩,Busan,Haeundae,405호,13245,2022-부산-1234
