board_detail_url,ctgL2,ctgL3,ctgL4,thumbImgPath1,title,brand,salesSite,price,shippingFee,isPremium,isCrossBorderShipping,totalReviewQty,totalScore,isEachShippingFee,isOnlineOnly,shippingFreeOver,availableDeliveryJeju,availableDeliveryIsland,shippingFeeJeju,shippingFeeIsland,courierCompany,pdtName,optionName1,optionName2,tagList1,tagList2,tagList3,tagList4,detailImgPath,modelCode1,optionValue1,optionValue2,stock1,price1,modelCode2,optionValue3,optionValue4,stock2,price2,modelCode3,optionValue5,optionValue6,stock3,price3,modelCode4,optionValue7,optionValue8,stock4,price4,returnCity,returnStreet,returnDetail,returnPostalCode,exchangeShippingFee,returnShippingFee,consignmentName,consignmentCity,consignmentStreet,consignmentDetail,consignmentPostalCode,mailOrderNum
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000483277539&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https:////sitem.ssgcdn.com/39/75/27/item/1000483277539_i1_232.jpg,[몽클레어] 오비니 1C00025 59632 999 여자 후드 패딩 점퍼 자켓,몽클레어 (MONCLER),신세계몰,2686000,0,false,false,124,31,false,false,1000000,true,true,7000,10000,우체국택배,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,pink,M,97,2686000,920193850,black,XL,62,2686000,920193850,black,L,11,2686000,920193850,black,S,67,2686000,Jeju,Haeundae,405호,13245,5000,3000,넥스트젠팩,Busan,Gangnam,노란대문,98475,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000337109069&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https:////sitem.ssgcdn.com/69/90/10/item/1000337109069_i1_232.jpg,[공식] 제오데 발수 패딩｜아이보리,WEEKEND MAXMARA(위크엔드 막스마라 공식),신세계몰,998000,0,false,false,196,37,false,false,50000,true,true,5000,7000,우체국택배,WEEKEND MAXMARA(위크엔드 막스마라 공식),색상,사이즈,WEEKEND MAXMARA(위크엔드 막스마라 공식),명품/수입의류,여성 아우터,점퍼,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,pink,SS,3,998000,920193850,pink,XL,43,998000,TEE-NEW JDI SWOOSH,blue,SS,51,998000,920193850,green,XL,31,998000,Jeju,Gangnam,노란대문,13245,3000,3000,넥스트젠팩,Jeju,Haeundae,노란대문,98475,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000265113702&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https:////sitem.ssgcdn.com/02/37/11/item/1000265113702_i1_232.jpg,[파라점퍼스]21FW 여성 고비 패딩 PWJCKMA31 무료배송 관부가세 포함,파라점퍼스 (PARAJUMPERS),신세계몰,729000,0,false,false,79,8,false,false,1000000,true,true,7000,7000,로젠택배,파라점퍼스 (PARAJUMPERS),색상,사이즈,파라점퍼스 (PARAJUMPERS),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,green,SS,37,729000,91058392,pink,XL,53,729000,TEE-NEW JDI SWOOSH,black,S,47,729000,91058392,green,M,4,729000,Seoul,Gangnam,101호,98475,5000,5000,넥스트젠팩,Jeju,Gangnam,405호,13245,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000051128185&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https:////sitem.ssgcdn.com/85/81/12/item/1000051128185_i1_232.jpg,[해외][무료배송] 몽클레어 22FW 클로에 끌로에 KHLOE / 블랙 / 관부가세포함 / 해외직구 / 폭스퍼 / 현지 판매가 인상,몽클레어 (MONCLER),신세계몰,3399000,0,false,false,103,44,false,false,50000,true,true,7000,7000,로젠택배,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,black,L,0,3399000,920193850,green,M,98,3399000,91058392,black,S,98,3399000,TEE-NEW JDI SWOOSH,black,XL,46,3399000,Seoul,Haeundae,405호,12345,3000,6000,넥스트젠팩,Jeju,Haeundae,405호,98475,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000064401305&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https:////sitem.ssgcdn.com/05/13/40/item/1000064401305_i1_232.jpg,파라점퍼스 여성 고비 스프링 블랙 자켓 22SS PWJCKMA31 541,파라점퍼스 (PARAJUMPERS),신세계몰,506000,0,false,false,16,23,false,false,50000,true,true,3000,7000,롯데글로벌로지스,파라점퍼스 (PARAJUMPERS),색상,사이즈,파라점퍼스 (PARAJUMPERS),명품/수입의류,여성 아우터,점퍼,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,black,M,27,506000,920193850,blue,SS,88,506000,TEE-NEW JDI SWOOSH,blue,S,67,506000,91058392,blue,M,64,506000,Jeju,Gangnam,405호,23853,2500,3000,넥스트젠팩,Busan,Gangnam,1F,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000378505592&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,점퍼,https:////sitem.ssgcdn.com/92/55/50/item/1000378505592_i1_232.jpg,22FW 몽클레어 로고 패치 리안 길레트 블랙 여성 패딩 조끼 1A102 00 53048 999 1A102 00 53048 99908 12460371,몽클레어 (MONCLER),신세계몰,1136100,0,false,false,22,7,false,false,1000000,true,true,7000,10000,우체국택배,몽클레어 (MONCLER),색상,사이즈,몽클레어 (MONCLER),명품/수입의류,여성 아우터,점퍼,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,red,SS,36,1136100,TEE-NEW JDI SWOOSH,green,XL,31,1136100,TEE-NEW JDI SWOOSH,pink,S,79,1136100,91058392,pink,L,33,1136100,Jeju,Haeundae,405호,98475,3000,5000,넥스트젠팩,Jeju,Haeundae,405호,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/special/burberryItemView.ssg?itemId=1000191836191&siteNo=6004&salestrNo=6005&itemSsgCollectYn=N,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/91/61/83/item/1000191836191_i1_232.jpg,디태처블 후드 다운 코트,버버리(BURBERRY),신세계몰,2050000,0,false,false,195,15,false,false,1000000,true,true,7000,10000,한진택배,버버리(BURBERRY),색상,사이즈,버버리(BURBERRY),명품/수입의류,여성 아우터,코트,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,blue,XL,41,2050000,920193850,red,M,86,2050000,91058392,pink,SS,46,2050000,91058392,blue,SS,42,2050000,Seoul,Haeundae,1F,98475,3000,2500,넥스트젠팩,Seoul,Gangnam,405호,12345,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000266758408&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/08/84/75/item/1000266758408_i1_232.jpg,[매니아온] [22FW]에르노 아멜리아 다운패딩 PI0505DIC 12017 2600,HERNO(에르노),신세계몰,668000,0,false,false,92,33,false,false,50000,true,true,3000,10000,로젠택배,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,코트,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,pink,L,21,668000,TEE-NEW JDI SWOOSH,black,S,98,668000,91058392,pink,SS,98,668000,TEE-NEW JDI SWOOSH,blue,SS,86,668000,Jeju,Gangnam,101호,23853,5000,3000,넥스트젠팩,Seoul,Haeundae,405호,13245,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000182707957&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/57/79/70/item/1000182707957_i1_232.jpg,[정상가 1480000] [라벨루쏘] [막스마라] GREENGI 008 그린지 베스트 패딩 코트,MAX MARA(막스마라),신세계몰,495000,0,false,false,11,37,false,false,50000,true,true,3000,7000,롯데글로벌로지스,MAX MARA(막스마라),색상,사이즈,MAX MARA(막스마라),명품/수입의류,여성 아우터,코트,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,pink,XL,65,495000,920193850,blue,L,25,495000,920193850,black,S,31,495000,920193850,pink,S,27,495000,Busan,Gangnam,노란대문,23853,3000,6000,넥스트젠팩,Busan,Gangnam,405호,12345,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000031267176&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/76/71/26/item/1000031267176_i1_232.jpg,[매니아온] [22FW]에르노 아멜리아 다운패딩 PI0505DIC 12017 9402,HERNO(에르노),신세계몰,668000,0,false,false,106,13,false,false,1000000,true,true,7000,7000,CJ대한통운,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,코트,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,pink,M,66,668000,920193850,blue,L,49,668000,TEE-NEW JDI SWOOSH,pink,L,85,668000,920193850,pink,L,31,668000,Jeju,Gangnam,1F,98475,6000,3000,넥스트젠팩,Jeju,Haeundae,101호,23853,2015-대구중구-1234
https://sivillage.ssg.com/item/itemView.ssg?itemId=1000029173220&siteNo=6300&salestrNo=6005,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/20/32/17/item/1000029173220_i1_232.jpg,소프트 브러쉬 울 코트 4628302568000,HERNO(에르노),S.I.VILLAGE,2010000,0,false,false,21,27,false,false,50000,true,true,3000,10000,로젠택배,HERNO(에르노),색상,사이즈,HERNO(에르노),명품/수입의류,여성 아우터,코트,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,red,M,91,2010000,TEE-NEW JDI SWOOSH,blue,L,32,2010000,TEE-NEW JDI SWOOSH,pink,SS,53,2010000,91058392,blue,M,32,2010000,Seoul,Gangnam,1F,23853,6000,6000,넥스트젠팩,Jeju,Gangnam,노란대문,98475,2022-부산-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000431296723&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/23/67/29/item/1000431296723_i1_232.jpg,[막스마라] 22FW 여성 10160529600 032 루드밀라(라브로) 캐시미어 코트 베이지,MAX MARA(막스마라),신세계몰,4878000,0,false,false,200,47,false,false,50000,true,true,5000,7000,CJ대한통운,MAX MARA(막스마라),색상,사이즈,MAX MARA(막스마라),명품/수입의류,여성 아우터,코트,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,black,M,35,4878000,91058392,pink,S,85,4878000,TEE-NEW JDI SWOOSH,red,SS,27,4878000,91058392,blue,XL,48,4878000,Busan,Gangnam,101호,98475,5000,6000,넥스트젠팩,Jeju,Gangnam,101호,13245,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/item/itemView.ssg?itemId=1000483012917&siteNo=6004&salestrNo=6005,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/17/29/01/item/1000483012917_i1_232.jpg,[막스마라] 22FW 여성 10180123600 003 마담 아이콘 코트 블랙,MAX MARA(막스마라),신세계몰,3338000,0,false,false,118,22,false,false,50000,true,true,7000,7000,CJ대한통운,MAX MARA(막스마라),색상,사이즈,MAX MARA(막스마라),명품/수입의류,여성 아우터,코트,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,black,S,75,3338000,920193850,black,L,68,3338000,920193850,red,S,94,3338000,920193850,black,L,18,3338000,Busan,Haeundae,노란대문,23853,3000,2500,넥스트젠팩,Jeju,Haeundae,405호,23853,2015-대구중구-1234
https://m-shinsegaemall.ssg.com/special/burberryItemView.ssg?itemId=1000191838607&siteNo=6004&salestrNo=6005&itemSsgCollectYn=N,명품/수입의류,여성 아우터,코트,https:////sitem.ssgcdn.com/07/86/83/item/1000191838607_i1_232.jpg,코튼 개버딘 카 코트,버버리(BURBERRY),신세계몰,2790000,0,false,false,16,50,false,false,1000000,true,true,5000,7000,우체국택배,버버리(BURBERRY),색상,사이즈,버버리(BURBERRY),명품/수입의류,여성 아우터,코트,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,green,SS,83,2790000,TEE-NEW JDI SWOOSH,blue,L,91,2790000,TEE-NEW JDI SWOOSH,green,S,47,2790000,91058392,pink,SS,47,2790000,Seoul,Gangnam,101호,23853,2500,6000,넥스트젠팩,Seoul,Gangnam,1F,98475,2015-대구중구-1234
